title,subtitle,author,content,link,category
"India’s funding winter is thawing a bit, says Rajiv Anand, Deputy MD, Axis Bank.",No Subtitle,The Hindu Bureau,"India’s funding winter is thawing a bit, says Rajiv Anand, Deputy MD, Axis Bank. No Subtitle Funding winter in India has been seeing some signs of recovery in the last 6 to 12 months with Family Offices and domestic venture capital firms actively investing and bringing liquidity to the markets, said Rajiv Anand, Deputy Managing Director, Axis Bank. Addressing a media round table, he said, in the U.S, venture capital and private equity players were not able to make exits because of various reasons and therefore the industry was chocked, and this resulted in a reduction in the fund flow to India.",https://www.thehindu.com/business/indias-funding-winter-is-thawing-a-bit-says-rajiv-anand-deputy-md-axis-bank/article68939357.ece,business
"The place of charity in an unequal society
Premium","Billionaire Warren Buffet has given away an amount of almost 52 billion dollars to various charities. While such a move is no doubt commendable, one must also question the processes generating the concentration of such wealth in the first place, regardless of whether it is to be used for philanthropy or not",Rahul  Menon,"The place of charity in an unequal society
Premium Billionaire Warren Buffet has given away an amount of almost 52 billion dollars to various charities. While such a move is no doubt commendable, one must also question the processes generating the concentration of such wealth in the first place, regardless of whether it is to be used for philanthropy or not Billionaire Warren Buffet, with a net worth of almost $121 billion by some estimates, has maintained his pledge of giving away his wealth. In a recent message to shareholders of Berkshire Hathaway, he has mentioned a transfer of his wealth to foundations overseen by his children, a total amount of around 870 million dollars. In all, it is estimated that he has given away an amount of $52 billion. Mr. Buffet’s recent message has captured the attention of mainstream discourse as it has outlined his social philosophy with regard to wealth and its place in society. Mr. Buffet believes that wealth should be used to equalise opportunities, that the luck that favoured certain individuals and helped them get rich should be extended after one’s death in order to help those less fortunate. While it is not wrong to amass and accumulate wealth during one’s lifetime, allowing it to build across generations is a problem for society. While it is no doubt commendable that Mr. Buffet wishes to give away his fortune, one must also question the processes generating the concentration of such wealth in the first place, regardless of whether it is to be used for philanthropy or not. Inequality is not a question of luck, but of specific policy institutions determined by society. In a world of spiralling inequality, both private philanthropy and the problems it tries to solve are two sides of the same coin, emerging from the very same set of social processes.",https://www.thehindu.com/business/Economy/the-place-of-charity-in-an-unequal-society/article68962838.ece,business
PMI Electro Mobility to supply 250 electric buses to BEST,No Subtitle,Miscellaneous,"PMI Electro Mobility to supply 250 electric buses to BEST No Subtitle PMI Electro Mobility said it has entered into an agreement with Brihan Mumbai Electric Supply & Transport Undertaking (BEST) to supply 250, twelve-meter electric buses in different lots by Q2 of FY26. The company will deliver the 250 single decker air-conditioned electric buses equipped with advanced technology and features designed to provide a comfortable, safe, and eco-friendly travel experience for passengers, it said.",https://www.thehindu.com/business/pmi-electro-mobility-to-supply-250-electric-buses-to-best/article68956133.ece,business
Sai Life Sciences sets IPO price band at ₹522-549,No Subtitle,The Hindu Bureau,"Sai Life Sciences sets IPO price band at ₹522-549 No Subtitle Private equity firm TPG-backed contract research, development and manufacturing organisation Sai Life Sciences has fixed the price band at ₹522-549 per equity share for its Initial Public Offering that opens on December 11. The IPO comprises a fresh issue of equity shares aggregating up to ₹950 crore and offer for sale of a little over 3.81 crore equity shares by a promoter, investor shareholders and other shareholders. The IPO closes on December 13. The anchor investor bidding date opens and closes on December 10.",https://www.thehindu.com/business/sai-life-sciences-sets-ipo-price-band-at-522-549/article68956301.ece,business
"US regulator places Google Payment under supervision, company sues","The US watchdog for consumer finance on Friday announced it was ordering federal supervision of Google Payment Corp., which the company immediately said it was challenging in court",Miscellaneous,"US regulator places Google Payment under supervision, company sues The US watchdog for consumer finance on Friday announced it was ordering federal supervision of Google Payment Corp., which the company immediately said it was challenging in court The US watchdog for consumer finance on Friday announced it was ordering federal supervision of Google Payment Corp., the internet giant's payment arm, a decision the company immediately said it was challenging in court. The Consumer Financial Protection Bureau announced the step saying it had determined services offered by Google Payment had posed a risk to consumers.",https://www.thehindu.com/sci-tech/technology/us-regulator-places-google-payment-under-supervision-company-sues/article68957703.ece,business
Meta shares hit record high after US appeals court upholds TikTok ban,Shares of Facebook-owner Meta Platforms hit a record high on Friday after a U.S. appeals court upheld a law requiring China-based ByteDance to divest its popular short video app TikTok,Miscellaneous,"Meta shares hit record high after US appeals court upholds TikTok ban Shares of Facebook-owner Meta Platforms hit a record high on Friday after a U.S. appeals court upheld a law requiring China-based ByteDance to divest its popular short video app TikTok Shares of Facebook-owner Meta Platforms hit a record high on Friday after a U.S. appeals court upheld a law requiring China-based ByteDance to divest its popular short video app TikTok by early next year or face a ban. The decision is a devastating blow to ByteDance, whose social media app is used by 170 million Americans. It affirmed a law, which was passed by Congress with bipartisan support and signed by President Joe Biden, that gives the U.S. government sweeping powers to ban other foreign-owned apps that could raise concerns about collection of Americans' data.",https://www.thehindu.com/sci-tech/technology/meta-shares-hit-record-high-after-us-appeals-court-upholds-tiktok-ban/article68957711.ece,business
India's inclusive growth applauded by International community: IMF Executive Director Subramanian,"Krishnamurthy Subramanian, India’s top economist at IMF, praises India’s growth, digital infrastructure, and inclusive growth, highlighting global optimism towards India",Miscellaneous,"India's inclusive growth applauded by International community: IMF Executive Director Subramanian Krishnamurthy Subramanian, India’s top economist at IMF, praises India’s growth, digital infrastructure, and inclusive growth, highlighting global optimism towards India The world is bullish on India, the country's top economist, currently Executive Director of the International Monetary Fund (IMF) has said, noting that India’s public digital infrastructure and inclusive growth is not only being talked about but also applauded by the International community. “I think the Indian economy has been growing overall very well. Post-COVID, the growth rate has consistently been 7%. Of course, there's been a little bit of a dip this quarter. Partly it is because of the slowdown in capital expenditures. That itself is because of some of the election cycles. Also, there's been some impact on exports. But I expect this dip to be temporary,” said Krishnamurthy V. Subramanian, Executive Director at IMF.",https://www.thehindu.com/business/Economy/indias-inclusive-growth-applauded-by-international-community-imf-executive-director-subramanian/article68958249.ece,business
"Wipro, SIAM.AI to offer AI Assistant for Tourism Authority of Thailand",No Subtitle,The Hindu Bureau,"Wipro, SIAM.AI to offer AI Assistant for Tourism Authority of Thailand No Subtitle Wipro Limited, announced a collaboration with SIAM.AI, a member of the NVIDIA Cloud Partner programme in Thailand to transform the tourism experience offered by the country. The companies would leverage NVIDIA accelerated computing and software to develop an AI-powered digital assistant for the Tourism Authority of Thailand. This collaboration would utilise infrastructure, data and networks within the country, advancing Thailand’s sovereign AI objectives, said Wipro in a statement.ends",https://www.thehindu.com/business/wipro-siamai-to-offer-ai-assistant-for-tourism-authority-of-thailand/article68955671.ece,business
"MPC decision pragmatic, candid says SBI Chairman Setty",No Subtitle,The Hindu Bureau,"MPC decision pragmatic, candid says SBI Chairman Setty No Subtitle The monetary policy announcements made on Friday are pragmatic, candid and crossed important milestones in regulatory and development policy space, said C.S. Setty, Chairman, State Bank of India (SBI) while commenting on RBI Monetary Policy announcement. “The cut in CRR by 50 bps, raising the FCNR (B) deposit rates, development of the Secured Overnight Rupee Rate (SORR) benchmark and revision in limit of collateralised agriculture loans are all positive for banks. The decision to form a committee to investigate the issue of ethical AI in financial services and use of technology to detect mule accounts is timely,” he said.",https://www.thehindu.com/business/mpc-decision-pragmatic-candid-says-sbi-chairman-setty/article68955708.ece,business
Small Finance Banks allowed to transfer loan amounts via UPI,No Subtitle,The Hindu Bureau,"Small Finance Banks allowed to transfer loan amounts via UPI No Subtitle The Reserve Bank of India (RBI) has decided to permit Small Finance Banks to extend pre-sanctioned credit lines through the UPI. “This will further deepen financial inclusion and enhance formal credit, particularly for ‘new to credit’ customers,” Governor Shaktikanta Das said while announcing additional measures after his monetary policy statement.
Credit line on UPI was first introduced in September 2023 and was made available through Scheduled Commercial Banks (SCBs). Published - December 06, 2024 10:22 pm IST",https://www.thehindu.com/business/small-finance-banks-allowed-to-transfer-loan-amounts-via-upi/article68954886.ece,business
CEAT to acquire Camso brand Off-Highway Tyres and Tracks Business from Michelin for $,No Subtitle,The Hindu Bureau,CEAT to acquire Camso brand Off-Highway Tyres and Tracks Business from Michelin for $ No Subtitle CEAT Ltd. an RPG company and Michelin have entered into a definitive agreement by which CEAT would to acquire Camso brand’s Off-Highway construction equipment bias tyre and tracks business from Michelin in an all-cash deal valued at about $225 million. The transaction will include the business with revenues of around $213 million for CY 2023 and global ownership of the Camso brand along with two state-of-the-art manufacturing facilities.,https://www.thehindu.com/business/ceat-to-acquire-camso-brand-off-highway-tyres-and-tracks-business-from-michelin-for/article68956012.ece,business
Bengaluru firm Rossell Techsys to get relisted,No Subtitle,The Hindu Bureau,"Bengaluru firm Rossell Techsys to get relisted No Subtitle Bengaluru-based Rossell Techsys, an Aerospace and Defence Solutions firm, said it would get relisted on Indian bourses on December 9, following a demerger from its parent company Rossell India Limited in August 2024. The spun off from Rossell India was a strategic move that would allow the new company to access new markets independently, and look at more enhanced growth, the company said on Thursday.",https://www.thehindu.com/business/bengaluru-firm-rossell-techsys-to-get-relisted/article68955586.ece,business
Laurus Labs arm inks pact to secure ₹120 crore investment,No Subtitle,The Hindu Bureau,"Laurus Labs arm inks pact to secure ₹120 crore investment No Subtitle Drugmaker Laurus Labs subsidiary Laurus Bio (formerly Richcore Lifesciences) has signed a definitive agreement to secure ₹120 crore equity investment from Eight Roads Ventures and F-Prime Capital. Laurus Labs, which acquired a majority stake in Richcore in November 2020 and renamed it as Laurus Bio, has agreed to co-invest an additional ₹40 crore at the same valuation.",https://www.thehindu.com/business/laurus-labs-arm-inks-pact-to-secure-120-crore-investment/article68955379.ece,business
"Palantir, Anduril sign partnership for AI training in defence",Data analytics firm Palantir Technologies and defence tech company Anduril Industries have partnered to use defence data for AI training,Miscellaneous,"Palantir, Anduril sign partnership for AI training in defence Data analytics firm Palantir Technologies and defence tech company Anduril Industries have partnered to use defence data for AI training Data analytics firm Palantir Technologies and defence tech company Anduril Industries have partnered to use defence data for artificial intelligence training, the companies said on Friday. The partnership will leverage Palantir's AI platform to structure, label and prepare defense data for training to deploy those models onto national security systems, while Anduril's systems will aid in the retention and distribution of government defence data.",https://www.thehindu.com/sci-tech/technology/internet/palantir-anduril-sign-partnership-for-ai-training-in-defence/article68957706.ece,business
M&M to increase prices of vehicles by up to 3%,No Subtitle,The Hindu Bureau,"M&M to increase prices of vehicles by up to 3% No Subtitle MUMBAI Mahindra & Mahindra Ltd. (M&M)  has announced to increase prices of its SUV and CV range by up to 3%, effective January. This adjustment is in response to the rising costs due to inflation and increased commodity prices, the company said..",https://www.thehindu.com/business/mm-to-increase-prices-of-vehicles-by-up-to-3/article68955589.ece,business
"Balance between growth and inflation is unsettled, says RBI Governor Das","RB GovernorShaktikanta Das, while addressing a press conference on Friday, made five observations capturing the essence of his monetary policy statement",Lalatendu Mishra,"Balance between growth and inflation is unsettled, says RBI Governor Das RB GovernorShaktikanta Das, while addressing a press conference on Friday, made five observations capturing the essence of his monetary policy statement The five observations The MPC (Monetary Policy Committee) remains committed to restoring the balance between inflation and growth, which has got unsettled recently.",https://www.thehindu.com/business/balance-between-growth-and-inflation-is-unsettled-says-rbi-governor-das/article68955319.ece,business
NCLAT sets aside Jaiprakash Associates' plea against insolvency proceedings,"On June 3 this year, the Allahabad bench of NCLT admitted the six-year-old insolvency petition filed by ICICI Bank in September 2018 and appointed Bhuvan Madan as interim resolution professional",Miscellaneous,"NCLAT sets aside Jaiprakash Associates' plea against insolvency proceedings On June 3 this year, the Allahabad bench of NCLT admitted the six-year-old insolvency petition filed by ICICI Bank in September 2018 and appointed Bhuvan Madan as interim resolution professional The National Company Law Appellate Tribunal (NCLAT) on Friday (December 6, 2024) rejected Jaiprakash Associates Ltd's petition challenging the insolvency proceedings initiated against the company. A three-member bench led by Chairperson Justice Ashok Bhushan has upheld the orders passed by the National Company Law Tribunal (NCLT), which had directed to initiate Corporate Insolvency Resolution Process (CIRP) against the company.",https://www.thehindu.com/business/nclat-sets-aside-jaiprakash-associates-plea-against-insolvency-proceedings/article68954850.ece,business
OpenAI introduces monthly $200 ChatGPT Pro plan to kick off December launch series,"OpenAI is introducing a $200-per-month ChatGPT Pro plan to give subscribers unlimited access to OpenAI o1, o1-mini, GPT-4o, and Advanced Voice",The Hindu Bureau,"OpenAI introduces monthly $200 ChatGPT Pro plan to kick off December launch series OpenAI is introducing a $200-per-month ChatGPT Pro plan to give subscribers unlimited access to OpenAI o1, o1-mini, GPT-4o, and Advanced Voice As part of its ‘12 days of OpenAI’ December launch that started on Thursday (December 5, 2024), the Microsoft-backed AI start-up has unveiled a new ChatGPT Pro subscription tier that costs $200 per month and allows users to access the company’s most advanced AI models and offerings. According to OpenAI, the available o1-pro mode “thinks” for longer periods in order to provide a more reliable response.",https://www.thehindu.com/sci-tech/technology/openai-introduces-monthly-200-chatgpt-pro-plan-to-kick-off-december-launch-series/article68953707.ece,business
NCLAT tells Aakash to move appeal before NCLT to lift stay granted on amending its Articles of Association,"Byju’s had acquired Aakash in 2021 for $940 million, offering 70% cash and 30% equity to its founders, the Chaudhry family, and Blackstone. Later, Mr. Pai had become the largest shareholder of Aakash",Sanjay Vijayakumar,"NCLAT tells Aakash to move appeal before NCLT to lift stay granted on amending its Articles of Association Byju’s had acquired Aakash in 2021 for $940 million, offering 70% cash and 30% equity to its founders, the Chaudhry family, and Blackstone. Later, Mr. Pai had become the largest shareholder of Aakash The National Company Law Appellate Tribunal (NCLAT) Chennai on Friday (December 6, 2024) told Manipal Group Chief Ranjan Pai-backed Aakash Educational Services Ltd. to move an application before National Company Law Tribunal (NCLT), Bengaluru for lifting the stay granted by the latter for amending the company’s Articles of Association (AoA). NCLAT told the company to move the application within one week and directed NCLT Bengaluru to decide on the matter within three weeks from the date of filing the application.",https://www.thehindu.com/business/nclat-tells-aakash-to-move-appeal-before-nclt-to-lift-stay-granted-on-amending-its-articles-of-association/article68955837.ece,business
"As Trump threatens BRICS nations with tariff barrier, Das says India has no plans for de-dollarisation","The geographical spread of the countries also is a factor which has to be kept in mind unlike the Eurozone which has a single currency and they have geographical continuity; BRICS countries are spread all over, says Das",Lalatendu Mishra,"As Trump threatens BRICS nations with tariff barrier, Das says India has no plans for de-dollarisation The geographical spread of the countries also is a factor which has to be kept in mind unlike the Eurozone which has a single currency and they have geographical continuity; BRICS countries are spread all over, says Das India has no plans for de-dollarisation, Reserve Bank of India (RBI) Governor Shaktikanta Das said on Friday in response to a question on U.S. President-elect Donald Trump’s threat to impose 100% tariff on BRICS nations planning to have a common currency to challenge the dominance of U.S. dollar in global trade. “The BRICS currency was an idea which was raised by one of the members of the BRICS countries and it was discussed,” Mr. Das said. “No decision has been taken in the matter. The geographical spread of the countries also is a factor which has to be kept in mind unlike the Eurozone which has a single currency and they have geographical continuity. BRICS countries are spread all over,” he added.",https://www.thehindu.com/business/as-trump-threatens-brics-nations-with-tariff-barrier-das-says-india-has-no-plans-for-de-dollarisation/article68955541.ece,business
RBI increases limit for collateral-free agriculture loans,No Subtitle,The Hindu Bureau,"RBI increases limit for collateral-free agriculture loans No Subtitle Taking into account the rise in agricultural input costs and overall inflation, the RBI has decided to increase the limit for collateral-free agriculture loans from ₹1.6 lakh to ₹2 lakh per borrower. “This will further enhance credit availability for small and marginal farmers,” Governor Shaktikanta Das said. The limit for collateral-free agriculture loans was last revised in 2019. Published - December 06, 2024 06:51 pm IST",https://www.thehindu.com/business/rbi-increases-limit-for-collateral-free-agriculture-loans/article68954856.ece,business
Watch: Q3 GDP growth lower than expected: RBI Governor Shaktikanta Das,No Subtitle,Miscellaneous,Watch: Q3 GDP growth lower than expected: RBI Governor Shaktikanta Das No Subtitle ,https://www.thehindu.com/shorts/watch-q3-gdp-growth-lower-than-expected-rbi-governor-shaktikanta-das/article68954341.ece,business
RBI unveils MuleHunter to prevent digital frauds,No Subtitle,Lalatendu Mishra,"RBI unveils MuleHunter to prevent digital frauds No Subtitle The Reserve Bank of India (RBI) has announced the introduction of Artificial Intelligence (AI), Machine Learning (ML) based model namely MuleHunter.AITM to prevent and mitigate digital frauds through the use of mule accounts. Developed by the Reserve Bank Innovation Hub (RBIH), Bengaluru, this public infrastructure facility will help the banks to deal with the issue of mule bank accounts expeditiously and reduce digital frauds, RBI Governor Shaktikanta Das said. Elaborating Deputy Governor Rabi Shankar said, “ “The MuleHunter is basically an infrastructure level setup which will use the databases from all banks, all other payment system operators. Its AI engine will be trained to be able to identify frauds much more effectively in the financial system.”",https://www.thehindu.com/business/rbi-unveils-mulehunter-to-prevent-digital-frauds/article68954842.ece,business
Markets snap five-day rally; settle marginally lower in highly volatile trade after RBI policy,"Sensex and Nifty end lower after RBI keeps rates unchanged, cuts GDP forecast and the market remains cautious but optimistic",Miscellaneous,"Markets snap five-day rally; settle marginally lower in highly volatile trade after RBI policy Sensex and Nifty end lower after RBI keeps rates unchanged, cuts GDP forecast and the market remains cautious but optimistic Benchmark equity indices Sensex and Nifty ended marginally lower in a highly volatile trade on Friday (December 6, 2024), snapping their five-day rally, after the Reserve Bank of India kept the policy rate unchanged but sharply cut the FY25 GDP growth forecast. After oscillating between highs and lows during the day, the 30-share BSE benchmark Sensex declined 56.74 points, or 0.07% to finally settle at 81,709.12. Intra-day, it gyrated 419.72 points, hitting a high of 81,925.91 and a low of 81,506.19.",https://www.thehindu.com/business/markets/markets-snap-five-day-rally-settle-marginally-lower-in-highly-volatile-trade-after-rbi-policy/article68954621.ece,business
RBI to allow small finance banks to extend credit lines through UPI,"Credit line on UPI has the potential to make available low-ticket, low-tenor products to ""new-to-credit"" customers, RBI Governor Shaktikanta Das said.",Miscellaneous,"RBI to allow small finance banks to extend credit lines through UPI Credit line on UPI has the potential to make available low-ticket, low-tenor products to ""new-to-credit"" customers, RBI Governor Shaktikanta Das said. The Reserve Bank on Friday (December 6, 2024) proposed to allow small finance banks to extend pre-sanctioned credit lines through Unified Payments Interface (UPI). UPI is an instant real-time payment system developed by NPCI for transactions through mobile phones.",https://www.thehindu.com/business/Economy/rbi-to-allow-small-finance-banks-to-extend-credit-lines-through-upi/article68954354.ece,business
JP Morgan gives 'overweight' rating to four Adani bonds,"In a report, JP Morgan gave 'overweight' rating on three bond issues of Adani Ports & SEZ and one by Adani Electricity Mumbai Ltd; takes neutral stand on other five Adani bonds",Miscellaneous,"JP Morgan gives 'overweight' rating to four Adani bonds In a report, JP Morgan gave 'overweight' rating on three bond issues of Adani Ports & SEZ and one by Adani Electricity Mumbai Ltd; takes neutral stand on other five Adani bonds U.S. investment banker JP Morgan has given 'overweight' rating on four Adani group bonds, comforted by ability to scale and grow using internal cash flows which reduces the scope for credit stress. Also read: Fitch places some Adani bonds on negative watch after U.S. bribery charges",https://www.thehindu.com/business/markets/jp-morgan-gives-overweight-rating-to-four-adani-bonds/article68954189.ece,business
"Rupee settles on a flat note, rises 1 paisa to 84.70 against U.S. dollar","The Reserve Bank of India kept its key interest rate unchanged, citing inflation risks, but cut the Cash Reserve Ratio that banks are required to park with the Central bank",Miscellaneous,"Rupee settles on a flat note, rises 1 paisa to 84.70 against U.S. dollar The Reserve Bank of India kept its key interest rate unchanged, citing inflation risks, but cut the Cash Reserve Ratio that banks are required to park with the Central bank The rupee settled on a flat note and appreciated by just 1 paisa to close at 84.70 (provisional) against the U.S. dollar on Friday (December 6, 2024), as the Reserve Bank of India left the repo rate unchanged at 6.5% in its monetary policy decision. The Reserve Bank of India on Friday (December 6, 2024) kept its key interest rate unchanged, citing inflation risks, but cut the Cash Reserve Ratio that banks are required to park with the central bank, boosting money with lenders to support a slowing economy.",https://www.thehindu.com/business/rupee-settles-on-a-flat-note-rises-1-paisa-to-8470-against-us-dollar/article68954588.ece,business
"Maruti Suzuki, JSW MG Motor car prices to go up from January",No Subtitle,The Hindu Bureau,"Maruti Suzuki, JSW MG Motor car prices to go up from January No Subtitle Auto companies Maruti and JSW MG Motor India on Friday announced a hike in prices across car models from next month. Maruti said in an exchange filing that the price hike will be up to 4% and vary for different models.",https://www.thehindu.com/business/Industry/maruti-suzuki-car-prices-to-go-up-from-january-2025/article68954112.ece,business
RBI’s Rate Dilemma: Nov. inflation likely eased to 5%,"Vegetable meal inflation eased to 7% last month from 20% in October, reckons Crisil; Nomura economists reiterate the central bank may surprise markets today witha 25 basis points rate cut",Vikas Dhoot,"RBI’s Rate Dilemma: Nov. inflation likely eased to 5% Vegetable meal inflation eased to 7% last month from 20% in October, reckons Crisil; Nomura economists reiterate the central bank may surprise markets today witha 25 basis points rate cut India’s retail inflation is likely to have eased to around 5% in November from October’s 14-month high of 6.2%, with some cooling of food prices on a month-on-month basis though vegetable, pulses and edible oil prices remained elevated compared to last November, and home cooked vegetarian meal costs rose 7%, according to two price tracking reports. Prices monitored by Bank of Baroda for its Essential Commodities Index rose 5.5% in November compared with 7% in October. “We expect the Consumer Price Inflation to settle around 5% in November, with risks tilted to the downside,” the bank’s economist Dipanwita Mazumdar said in a note, adding base effects would also provide some relief. However, core inflation, which excludes food and energy prices, has an upside risk from festive demand push, she reckoned.",https://www.thehindu.com/business/rbis-rate-dilemma-nov-inflation-likely-eased-to-5/article68951650.ece,business
Investments in India profitable; Russian firms ready to set up manufacturing operations: Putin,"Putin hails ‘Make in India,’ calls investments profitable, praises Modi’s policies, and highlights India-first approach",Miscellaneous,"Investments in India profitable; Russian firms ready to set up manufacturing operations: Putin Putin hails ‘Make in India,’ calls investments profitable, praises Modi’s policies, and highlights India-first approach Russian President Vladimir Putin has hailed 'Make in India' initiative and the Prime Minister Narendra Modi-led Government's policies, saying companies are eager to set up manufacturing facilities in India as investments are profitable. Speaking at the 15th Vneshtorgbank (VTB) Investment Forum in Moscow on Wednesday (December 4, 2024), Mr. Putin said that the initiative, which is aimed at boosting manufacturing and attracting foreign investment, has played a key role in strengthening India's position in the global economy.",https://www.thehindu.com/news/national/investments-in-india-profitable-russian-firms-ready-to-set-up-manufacturing-operations-putin/article68953851.ece,business
Hyundai Motor India to increase vehicle prices from Jan. 1,No Subtitle,The Hindu Bureau,"Hyundai Motor India to increase vehicle prices from Jan. 1 No Subtitle Hyundai Motor India Ltd. (HMIL) said it would increase prices across its model range and the extent of increase will be up to ₹25,000 effective from January 1. “The price increase has been necessitated owing to an increase in input costs, adverse exchange rate and increase in logistics costs,” the company said.",https://www.thehindu.com/business/hyundai-motor-india-to-increase-vehicle-prices-from-jan-1/article68951464.ece,business
"RBI gives nod to Canara Bank’s proposal to divest its stake in life insurance, MF ventures","RBI has intimated that Canara Bank should adhere to the October 31, 2029 timeline for bringing its stake in these entities up to 30%",Miscellaneous,"RBI gives nod to Canara Bank’s proposal to divest its stake in life insurance, MF ventures RBI has intimated that Canara Bank should adhere to the October 31, 2029 timeline for bringing its stake in these entities up to 30% Canara Bank on Thursday (December 5, 2024) said it has got Reserve Bank of India's (RBI) approval for a proposal to divest the bank's stake in life insurance and mutual fund ventures. “Reserve Bank of India, vide its letter dated December 5, 2024, has accorded approval to our bank for divesting its shareholding in Canara Robeco Asset Management Company Limited and Canara HSBC Life Insurance Company Limited by 13% and 14.5%, respectively through Initial Public Offer (IPO),” Canara Bank said in a regulatory filing.",https://www.thehindu.com/business/rbi-gives-nod-to-canara-banks-proposal-to-divest-its-stake-in-life-insurance-mf-ventures/article68953850.ece,business
"Amid high inflation, RBI keeps repo rate unchanged at 6.5%",Monetary Policy Committee takes note of the recent slowdown in growth momentum; cuts Cash Reserve Ratio for banks to 4%,Lalatendu Mishra,"Amid high inflation, RBI keeps repo rate unchanged at 6.5% Monetary Policy Committee takes note of the recent slowdown in growth momentum; cuts Cash Reserve Ratio for banks to 4% The Monetary Policy Committee (MPC) of the Reserve Bank of India (RBI) on Friday (December 6, 2024) held steadfast in its battle against inflation amid weakening growth momentum, with four of its six members voting to keep the policy repo rate unchanged at 6.50% for the eleventh bi-monthly review in a row. However, acknowledging that the economy is facing tight liquidity conditions that are likely to persist for a few months, the panel cut the Cash Reserve Ratio (CRR) for banks by 50 basis points to 4%, after a gap of nearly four years, in a bid to support growth.",https://www.thehindu.com/business/Economy/rbi-monetary-policy-committee-repo-rate-unchanged-shaktikanta-das-december-6-2024/article68953744.ece,business
JBM Group signs MoU with Singapore’s Keppel to drive energy transition,No Subtitle,The Hindu Bureau,"JBM Group signs MoU with Singapore’s Keppel to drive energy transition No Subtitle JBM Group has entered into a partnership with Singapore-based Keppel Ltd. to drive the global energy transition and sustainable infrastructure growth. The MoU was signed in the presence of Minister of Commerce and Industry Piyush Goyal by Nishant Arya, vice chairman, JBM Group, and Cindy Lim, CEO, Keppel’s Infrastructure Division.",https://www.thehindu.com/business/jbm-group-signs-mou-with-singapores-keppel-to-drive-energy-transition/article68952147.ece,business
"‘Inflation well-behaved, barring some food items’",No Subtitle,Vikas Dhoot,"‘Inflation well-behaved, barring some food items’ No Subtitle Asserting that India’s underlying growth story is intact and one must not ‘over-interpret’ the economy’s slowdown in the second quarter of this fiscal year, Chief Economic Adviser (CEA) V. Anantha Nageswaran said on Thursday that the economy’s health remains robust as per several macro-economic indicators and overall headline inflation is ‘well-behaved’. “There are some specific food items that are contributing to the sharp rise in inflation, but it is confined to a very small percentage of the overall Consumer Price Index basket of goods and services,” Mr. Nageswaran said at an Assocham summit in a session on powering India’s economic transformation. The CEA also emphasised that India’s long term inflation average is coming down and will converge with the pace of price rise seen in developed economies thanks to investments in enhancing the country’s supply-side capacities.",https://www.thehindu.com/business/inflation-well-behaved-barring-some-food-items/article68952131.ece,business
Flipkart Wholesale festive season sales surge 9.5%,No Subtitle,The Hindu Bureau,"Flipkart Wholesale festive season sales surge 9.5% No Subtitle Flipkart Wholesale, a leading B2B omnichannel marketplace, saw its total sales surge 9.5% during this year’s festive season compared with the same period last year. During this festive season, its Home Textile and Seasonal Décor category witnessed a 50% growth, while Luggage and Baggage saw a 20% increase, driven by robust corporate demand, Flipkart Whole said in a statement on Thursday.",https://www.thehindu.com/business/flipkart-wholesale-festive-season-sales-surge-95/article68951192.ece,business
RBI projects real GDP growth in 2024 at 6.6%,"According to RBI Governor Shaktikanta Das, “the risks are evenly balanced”.",The Hindu Bureau,"RBI projects real GDP growth in 2024 at 6.6% According to RBI Governor Shaktikanta Das, “the risks are evenly balanced”. The Reserve Bank of India (RBI) on Friday (December 6, 2024_) has projected India’s real GDP growth for FY25  at 6.6%, with Q3 at 6.8% and Q4 at 7.2%.. The real GDP growth in the first quarter of 2025-26 is projected at 6.9% and the Q2 at 7.3%.",https://www.thehindu.com/business/Economy/rbi-projects-real-gdp-growth-in-2024-at-66/article68953805.ece,business
Adani Group plans to invest $2 bn for acquisitions of ports in Europe,No Subtitle,The Hindu Bureau,"Adani Group plans to invest $2 bn for acquisitions of ports in Europe No Subtitle The Adani Group is planning to invest $2 billion for acquisitions in the ports sector to expand its presence in the international market, a spokesperson said. The company’s flagship Adani Ports & Special Economic Zones Ltd. is scouting for terminals in Europe, which accounts for 40% of global sea trade. “We are looking for two or three terminals in Europe only and deals should happen in the near future,” the spokesperson said.",https://www.thehindu.com/business/adani-group-plans-to-invest-2-bn-for-acquisitions-of-ports-in-europe/article68952017.ece,business
ED attaches ₹25.29 crore assets in Birfa IT case,"The case involves the alleged transfer of foreign remittances worth ₹4,817 crore",The Hindu Bureau,"ED attaches ₹25.29 crore assets in Birfa IT case The case involves the alleged transfer of foreign remittances worth ₹4,817 crore The Enforcement Directorate has provisionally attached assets worth ₹25.29 crore in the Birfa IT case allegedly involving illegal transfer of foreign remittances worth ₹4,817 crore against bogus and forged invoices for making compensatory payments against under-invoiced imports from China and Hong Kong. The attached assets including four immovable properties, four luxury cars and balances in the bank accounts are “beneficially owned by Manideep Mago and his family”.",https://www.thehindu.com/news/national/ed-attaches-2529-crore-assets-in-birfa-it-case/article68951499.ece,business
