title,subtitle,author,content,link,category
"MACE in Ladakh opens its one-of-a-kind eye to cosmic gamma rays
Premium","MACE’s main goal is to study gamma rays with more than 20 billion eV of energy. The telescope can examine high-energy gamma rays emitted beyond the Milky Way. Other potential astrophysical targets include pulsars, blazars, and gamma-ray bursts. Scientists will also use MACE to explore one class of hypothetical dark-matter particles",Shreejaya Karantha,"MACE in Ladakh opens its one-of-a-kind eye to cosmic gamma rays
Premium MACE’s main goal is to study gamma rays with more than 20 billion eV of energy. The telescope can examine high-energy gamma rays emitted beyond the Milky Way. Other potential astrophysical targets include pulsars, blazars, and gamma-ray bursts. Scientists will also use MACE to explore one class of hypothetical dark-matter particles The Major Atmospheric Cherenkov Experiment (MACE) telescope is a state-of-the-art ground-based gamma-ray telescope inaugurated in Hanle, Ladakh, on October 4. Located at around 4.3 km above sea level, it is the highest imaging Cherenkov telescope in the world. It boasts of a 21-metre-wide dish, the largest of its kind in Asia and second-largest in the world. The facility was built by the Bhabha Atomic Research Centre, the Tata Institute of Fundamental Research, the Electronics Corporation of India Ltd., and the Indian Institute of Astrophysics.",https://www.thehindu.com/sci-tech/science/mace-in-ladakh-opens-its-one-of-a-kind-eye-to-cosmic-gamma-rays/article68908565.ece,science
"In our fight against climate change, could the seas turn the tide?
Premium","The open seas offer an immense opportunity to slow climate change, if we invest now and do it right",Pranay Lal,"In our fight against climate change, could the seas turn the tide?
Premium The open seas offer an immense opportunity to slow climate change, if we invest now and do it right The ocean, the earth’s vast blue lung, has long played a critical but underappreciated role in moderating the planet’s climate. It has absorbed 25% of anthropogenic carbon dioxide emissions and more than 90% of the excess heat generated by greenhouse gases, buying humankind precious time against the worsening effects of climate change. However, this seemingly boundless capacity comes at a cost: ocean acidification, disrupted biogeochemical cycles, pollution, and profound harm to marine ecosystems. Acidification, for instance, threatens calcifying organisms like coral and shellfish, while warming alters ocean circulation and deoxygenating vital marine habitats. These disruptions cascade through ecosystems, undermining the services they provide — from fisheries to carbon sequestration. The ocean’s natural carbon and heat absorption processes, though crucial, are slow and carry ecological consequences.",https://www.thehindu.com/sci-tech/energy-and-environment/in-our-fight-against-climate-change-could-rivers-and-seas-turn-the-tide/article68918568.ece,science
"Six decades since Thumba launch, slew of private cos prep for flight
Premium","‘India in Space’ is a monthly column collecting and analysing developments in the country’s space, spaceflight, and allied sectors",Pradeep Mohandas,"Six decades since Thumba launch, slew of private cos prep for flight
Premium ‘India in Space’ is a monthly column collecting and analysing developments in the country’s space, spaceflight, and allied sectors Preview: November 21 was 61 years since the birth of the Indian space programme. On this date in 1963, scientists launched a Nike-Apache sounding rocket from Thumba in Kerala. These rockets helped the Indian Space Research Organisation (ISRO) master the solid propellant technology powering India’s launch vehicles today. Around the same time as this anniversary, India launched its first satellite onboard a SpaceX rocket even as multiple Indian private sector entities geared up for launches of their own. NewSpace India, Ltd. launched the 4,700-kg GSAT-N2/GSAT-20 satellite onboard a SpaceX Falcon 9 rocket from Florida. N2 wasn’t launched onboard an Indian launch vehicle because its weight exceeded the payload capacity of the country’s most powerful rocket, the LVM-3, which can place satellites weighing up to four tonnes in the geostationary transfer orbit (GTO). INSAT-1D was the last such  satellite launched from Florida, in 1990.",https://www.thehindu.com/sci-tech/science/six-decades-since-thumba-launch-slew-of-private-cos-prep-for-flight/article68913328.ece,science
Indian astronauts selected for joint ISRO-NASA mission to International Space Station complete initial training,"The training also included familiarisation sessions with the SpaceX Dragon spacecraft and various onboard systems of the ISS, including photography from space, daily operations routine, and communication protocols",The Hindu Bureau,"Indian astronauts selected for joint ISRO-NASA mission to International Space Station complete initial training The training also included familiarisation sessions with the SpaceX Dragon spacecraft and various onboard systems of the ISS, including photography from space, daily operations routine, and communication protocols The Indian Space Research Organisation (ISRO) on Friday (November 29, 2024) said that Indian astronauts Group Captain Shubhanshu Shukla and Group Captain Prasanth Balakrishnan Nair who have have been selected for the upcoming Axiom-4 mission to the International Space Station (ISS) have completed the initial phase of training. “Towards the goal of accomplishing a joint ISRO-NASA effort to the International Space Station, the two Gaganyatris (Prime-Group Captain Shubhanshu Shukla and Backup-Group Captain Prasanth Balakrishnan Nair) assigned for Axiom Mission 4 (Ax-4) commenced their training in the U.S.A from first week of August, 2024. The initial phase of training has been completed successfully by the Gaganyatris,“ ISRO said.",https://www.thehindu.com/sci-tech/science/indian-astronauts-selected-for-joint-isro-nasa-mission-to-international-space-station-complete-initial-training/article68926601.ece,science
ISRO satellites closely tracking deep depression over Bay of Bengal,"ISRO said the satellite’s Scatterometer has helped in early detection of the cyclone and identified ocean wind patterns, providing crucial lead time.",The Hindu Bureau,"ISRO satellites closely tracking deep depression over Bay of Bengal ISRO said the satellite’s Scatterometer has helped in early detection of the cyclone and identified ocean wind patterns, providing crucial lead time. The Indian Space Research Organisation on Thursday, November 28, said its EOS-06(Oceansat-3) and INSAT-3DR satellites are closely tracking Cyclone Fengal that has been approaching Tamil Nadu since November 23. Cyclone fengal live updates - November 30, 2024",https://www.thehindu.com/news/national/karnataka/isro-satellites-closely-tracking-cyclone-fengal/article68923510.ece,science
"Why do flags flutter in the wind?
Premium",No Subtitle,The Hindu Bureau,"Why do flags flutter in the wind?
Premium No Subtitle A: The fluttering of flags is a dynamic phenomenon involving three forces. The first one is a constant pulling force due to the rope used to tie the flag to a pole.",https://www.thehindu.com/sci-tech/science/why-do-flags-flutter-in-the-wind/article68913359.ece,science
"What is the ‘One Nation One Subscription’ initiative? | Explained
Premium",The One Nation One Subscription initiative will replace individual payments to a variety of journals,Priyali Prakash,"What is the ‘One Nation One Subscription’ initiative? | Explained
Premium The One Nation One Subscription initiative will replace individual payments to a variety of journals The story so far: The Union Cabinet on Monday, November 25, 2024, approved the ‘One Nation One Subscription’ (ONOS) initiative for centralised access to research articles and journal publication for government higher education institutions and research and development (R&D) laboratories of the central government. The central government has allocated ₹6,000 crore for ONOS until 2027. All higher education institutions under central or State governments and R&D institutions of central government can avail the benefits of the initiative through a national subscription.",https://www.thehindu.com/sci-tech/science/what-is-the-one-nation-one-subscription-explained/article68909820.ece,science
"New moiré superconductor opens the door to new quantum materials
Premium","In a study in Nature, scientists reported that moiré materials made from semiconductor materials can also be superconducting, paving the way for materials with unusual properties",Tejasri Gururaj,"New moiré superconductor opens the door to new quantum materials
Premium In a study in Nature, scientists reported that moiré materials made from semiconductor materials can also be superconducting, paving the way for materials with unusual properties Scientists are constantly engineering new materials that exhibit exotic properties. Moiré materials are a deceptively simple. Take a material made of a single type of atom, like a block of graphite. Slice off a thin layer from the top so that you have a two-dimensional sheet of carbon atoms bonded together (graphene). Place one sheet on top of another. Finally, twist the top sheet by a small angle.",https://www.thehindu.com/sci-tech/science/new-moir%C3%A9-superconductor-opens-the-door-to-new-quantum-materials/article68918187.ece,science
The first recorded observation of the transit of Venus,"On November 24, 1639 (according to the calendar in use then), the transit of Venus was recorded for the first time by English astronomer Jeremiah Horrocks. A.S.Ganesh tells you more about Horrocks, a forgotten genius who died rather young…",A.S.Ganesh,"The first recorded observation of the transit of Venus On November 24, 1639 (according to the calendar in use then), the transit of Venus was recorded for the first time by English astronomer Jeremiah Horrocks. A.S.Ganesh tells you more about Horrocks, a forgotten genius who died rather young… Imagine yourself in a mathematics class. The teacher is working out a problem on the board, and deftly arrives at an answer and starts explaining it to the class. Even while they were at it, you noticed that a mistake had been committed along the way, thereby arriving at an erroneous answer. Would you raise your hand, stand up, and tell the teacher that they’ve made a mistake? Doing that – even though it is the right thing – is not easy. We can go so far as to say that it is rather difficult. While good teachers would accept their mistake openly and go on to correct it, the chance of the teacher holding a grudge against a student for pointing out such mistakes is also not unheard of. After all, teachers are also humans, often with their own imperfections.",https://www.thehindu.com/children/the-first-recorded-observation-of-the-transit-of-venus/article68871123.ece,science
"Hearing tests show that minke whales can hear high-frequency sounds
Premium",No Subtitle,The Hindu Bureau,"Hearing tests show that minke whales can hear high-frequency sounds
Premium No Subtitle For the first time, scientists have directly measured the hearing range of minke whales, discovering that the species can detect high-frequency sounds as high as 90 kilohertz (kHz), according to a new study, demonstrating hearing sensitivity far greater than previously believed. The findings suggest that baleen whales — the planet’s largest mammals — may be even more impacted by anthropogenic ocean noise than currently recognised but have been excluded from regulatory consideration due to underestimated hearing ranges. There have been concerns about the impacts of anthropogenic noise on marine mammals like high-profile whale stranding events linked to naval sonar noise activity. As a result, substantial progress has been made in developing criteria and thresholds for evaluating impacts on marine mammals exposed to anthropogenic noise.",https://www.thehindu.com/sci-tech/hearing-tests-show-that-minke-whales-can-hear-high-frequency-sounds/article68898711.ece,science
Indian Institute of Science study reveals how cancer cells adapt while moving across tissues,The findings reveal that cancer cells seem to adapt their migratory pattern depending on the physical and biochemical characteristics of their surroundings,The Hindu Bureau,"Indian Institute of Science study reveals how cancer cells adapt while moving across tissues The findings reveal that cancer cells seem to adapt their migratory pattern depending on the physical and biochemical characteristics of their surroundings A new study from the Indian Institute of Science (IISc) shows how inherent variations in a cancer cell and its interactions with its surroundings mould its migration. The findings, published in Biophysical Journal, reveal that cancer cells seem to adapt their migratory pattern depending on the physical and biochemical characteristics of their surroundings, called the microenvironment.",https://www.thehindu.com/sci-tech/science/iisc-study-reveals-how-cancer-cells-adapt-while-moving-across-tissues/article68898219.ece,science
"Using the body’s own defences to fight cancer: new research offers a clue from COVID-19
Premium",A recent paper has garnered interest for discovering that white blood cells activated by severe COVID-19 demonstrate cancer-fighting abilities. How does this work?,Rajeev  Jayadevan,"Using the body’s own defences to fight cancer: new research offers a clue from COVID-19
Premium A recent paper has garnered interest for discovering that white blood cells activated by severe COVID-19 demonstrate cancer-fighting abilities. How does this work? Cancer, often called the “emperor of all maladies,” remains a formidable adversary despite decades of scientific progress. However, research in recent years has brought us closer to unlocking new ways to combat it. A study from Northwestern University in Chicago, published in the November issue of The Journal of Clinical Investigation, has gained attention for discovering that white blood cells activated by severe COVID-19 demonstrate cancer-fighting abilities. Working with laboratory mice, researchers showed that the spread of cancer, also known as metastasis, could be slowed by a specialised type of white blood cell called induced non-classical monocytes (I-NCMs). These cells can be generated through severe infections like COVID-19 or by using certain chemicals. Once activated, I-NCMs are able to leave blood vessels and migrate to tumours, where they launch an attack on cancer cells. COVID-19 is known to cause worse outcomes for older individuals and those weakened by ailments including cancer. However, there are rare reports of cancer going into remission (absence of disease) following COVID-19.",https://www.thehindu.com/sci-tech/health/using-the-bodys-own-defences-to-fight-cancer-new-research-offers-a-clue-from-covid-19/article68897661.ece,science
Cashew nutshell marine biofuel causes problems for some ships: testing agency,"Cashew nut liquid is a non-FAME (fatty acid methyl ester) biofuel, which is a byproduct of the cashew nut industry",Miscellaneous,"Cashew nutshell marine biofuel causes problems for some ships: testing agency Cashew nut liquid is a non-FAME (fatty acid methyl ester) biofuel, which is a byproduct of the cashew nut industry Several ships in Singapore and Rotterdam reported operational problems in recent months after using marine fuel blended with cashew nutshell liquid biofuel, fuel testing agency CTI-Maritec said in an advisory on Thursday. Singapore-based CTI-Maritec said it tested samples from the affected ships and found the marine fuel was blended with cashew nutshell liquid that came from undeclared source materials or production processes.",https://www.thehindu.com/sci-tech/energy-and-environment/cashew-nutshell-marine-biofuel-causes-problems-for-some-ships-testing-agency/article68901585.ece,science
ISRO to launch European Space Agency’s Proba-3 mission on December 4,"Proba-3 is the world’s first precision formation flying mission, according to ESA",The Hindu Bureau,"ISRO to launch European Space Agency’s Proba-3 mission on December 4 Proba-3 is the world’s first precision formation flying mission, according to ESA The European Space Agency’s (ESA) Proba-3 mission will be launched on ISRO’s Polar Satellite Launch Vehicle (PSLV) from the Satish Dhawan Space Centre on December 4. According to ESA,  Proba-3 is the world’s first precision formation flying mission.",https://www.thehindu.com/sci-tech/science/isro-to-launch-european-space-agencys-proba-3-mission-on-december-4/article68898684.ece,science
How big fossil-fuel-producing countries export emissions abroad | Explained,"Policymakers, activists, and experts have argued nations should be held accountable for the pollution they send overseas in the form of oil, gas, and coal",Miscellaneous,"How big fossil-fuel-producing countries export emissions abroad | Explained Policymakers, activists, and experts have argued nations should be held accountable for the pollution they send overseas in the form of oil, gas, and coal Black dust coats streets and collects on rooftops in the neighbourhood adjoining a sprawling cement factory in the Egyptian city of Alexandria. Activists and local residents accuse the plant operated by the Alexandria Portland Cement Company (APCC), a subsidiary of Greece’s Titan Cement, of fouling the air by burning coal.",https://www.thehindu.com/sci-tech/energy-and-environment/how-big-fossil-fuel-producing-countries-export-emissions-abroad-explained/article68901605.ece,science
"Study shows fatal spread of H5N1 virus from ferrets to suckling kits
Premium","The study demonstrates that H5N1 2.3.4.4b clade infection in lactating ferrets leads to mastitis-related disease and transmission to suckling pups, resulting in 100% mortality among the pups",R. Prasad,"Study shows fatal spread of H5N1 virus from ferrets to suckling kits
Premium The study demonstrates that H5N1 2.3.4.4b clade infection in lactating ferrets leads to mastitis-related disease and transmission to suckling pups, resulting in 100% mortality among the pups During 2020, the highly pathogenic avian influenza A(H5N1) virus of clade 2.3.4.4b emerged and rapidly spread across many parts of Africa, Asia, and Europe. In 2021-2022, the 2.3.4.4b clade of H5N1 first spread to North America and then to South America where it caused large-scale mortality of seabirds. Except for causing episodic mortality of pinnipeds and cetaceans in Europe and North America, the virus had not spread to marine mammals. But that changed when the virus spread along the coast of Peru and Chile in 2022-2023 infecting and killing 30,000 sea lions; the virus also spread to dolphins, otters, and other marine mammals. In Argentina, the virus spread to and killed over 17,000 elephant seals, including almost 97% of the pups. Till the outbreak in different mammals, H5N1 viruses were considered to rarely infect mammals and not likely to spread among mammals.",https://www.thehindu.com/sci-tech/science/study-shows-fatal-spread-of-h5n1-virus-from-ferrets-to-suckling-kits/article68895611.ece,science
"How do ants selectively travel to the food source that is the shortest distance from their nests?
Premium",No Subtitle,The Hindu Bureau,"How do ants selectively travel to the food source that is the shortest distance from their nests?
Premium No Subtitle Researchers have discovered that in a foraging ant’s search for food, it will leave pheromone trails connecting its colony to multiple food sources when they are available, successfully creating the first model that explains the phenomenon of trail formation to multiple food sources. Foraging for resources is an essential process for the daily life of an ant colony, and ants will self-organize using chemical pheromones. Once an ant detects a food source, it secretes a chemical trail to lead other ants to the source. Using computational simulations of ants searching for food, stochastic modeling and a system of partial-differential equations, the researchers also observed that over time, ants will selectively travel to the food source that is the shortest distance from its nest in an environment with multiple sources. “It was so cool to see how equidistant food sources could maintain multiple food trails as an equilibrium. If one food source was just slightly closer to the ants’ nest, the ants would eventually form one singular trail to the closest source,” Florida State University researcher Bhargav Karamched said in a release. Published - November 23, 2024 09:15 pm IST",https://www.thehindu.com/sci-tech/how-do-ants-selectively-travel-to-the-food-source-that-is-the-shortest-distance-from-their-nests/article68898734.ece,science
"Study in Scotland finds zero cervical cancer cases among women vaccinated early
Premium",No Subtitle,The Hindu Bureau,"Study in Scotland finds zero cervical cancer cases among women vaccinated early
Premium No Subtitle A population-based observational study from 1988 to 2016 in Scotland has found zero cervical cancer cases in women who were fully vaccinated with a HPV vaccine when they were 12-13 years of age. The HPV immunisation programme began in Scotland in 2008. Women who were vaccinated with three doses of a bivalent HPV vaccine at 14 to 22 years of age as part of a catch-up programme (2008-2011) had a significant reduction — (3.2 cases per 100 000 population) — in cervical cancer incidence compared with unvaccinated women. The study published in the Journal of the National Cancer Institute found that routine immunisation with a bivalent HPV vaccine when girls are 12 to 13 years of age is highly effective in preventing invasive cervical cancer. In the case of teenagers aged 14 to 18 years, HPV vaccination with three doses led to significant reduction in the incidence of invasive cancer. “This study showed a greater risk reduction than predicted for girls vaccinated at age 12 or 13 years because no cases of invasive cancer have yet been diagnosed in this age group,” the authors write.",https://www.thehindu.com/sci-tech/scotland-zero-cervical-cancer-cases-among-women-vaccinated-early/article68898697.ece,science
"The discrepancy between satellite data of farm fires and air pollution | Explained
Premium","In an affidavit to the Supreme Court, the CAQM said ISRO plans to evaluate the usability of data from various satellites to identify farm fires",Vasudevan Mukunth,"The discrepancy between satellite data of farm fires and air pollution | Explained
Premium In an affidavit to the Supreme Court, the CAQM said ISRO plans to evaluate the usability of data from various satellites to identify farm fires The story so far: The air quality in the national capital has been struggling to recover from the lows to which it dropped right after Deepavali despite the implementation of GRAP stage IV measures, the active intervention of the Supreme Court, and stop-gap measures by the Delhi government. Many fingers are currently pointed at the farm fires in the surrounding states, where farmers are burning paddy stubble in time for the wheat-sowing season. While these fires aren’t solely responsible for Delhi’s plight, a controversy over measuring their prevalence illustrates the amount of attention they’re receiving. Farmers in Punjab and Haryana sow rice in the kharif season and harvest it in November, using the summer monsoons to quench the crop’s high water demand. After the rice is harvested, they need to clear the leftover organic material — called paddy stubble — in order to make way for the next sowing season. For reasons of time and cost, they have traditionally preferred to burn the stubble.",https://www.thehindu.com/sci-tech/energy-and-environment/the-discrepancy-between-satellite-data-of-farm-fires-and-air-pollution-explained/article68904814.ece,science
Elon Musk's Neuralink receives Canadian approval for brain chip trial,Canada's University Health Network hospital said in a separate statement that its Toronto facility had been selected to perform the complex neurosurgical procedure,Miscellaneous,"Elon Musk's Neuralink receives Canadian approval for brain chip trial Canada's University Health Network hospital said in a separate statement that its Toronto facility had been selected to perform the complex neurosurgical procedure Elon Musk's Neuralink said on Wednesday it has received approval to launch its first clinical trial in Canada for a device designed to give paralysed individuals the ability to use digital devices simply by thinking. The brain chip start-up said the Canadian study aims to assess the safety and initial functionality of its implant which enables people with quadriplegia, or paralysis of all four limbs, to control external devices with their thoughts.",https://www.thehindu.com/sci-tech/technology/elon-musks-neuralink-receives-canadian-approval-for-brain-chip-trial/article68893348.ece,science
"GM crops can help fight hunger — depending on how they are farmed
Premium","The advent of GM crops has helped farmers practise sustainable methods while increasing food production, but depending on the kind of GM crops being grown, there are still broader, longer term effects",Rohini Subrahmanyam,"GM crops can help fight hunger — depending on how they are farmed
Premium The advent of GM crops has helped farmers practise sustainable methods while increasing food production, but depending on the kind of GM crops being grown, there are still broader, longer term effects The world’s population is growing and more people need more food. But indiscriminately expanding agricultural land and practice is not desirable. Cutting forests to plant more crops will only push already-fragile ecosystems over the edge. Dousing fields with pesticides is similarly toxic and depletes soils and groundwater. The genetically modified (GM) crops provide a way out. In the 1990s, researchers found a way to modify a plant’s genome and make specific changes that prevented insects from eating them. In the Bt cotton grown in India and Bt brinjal in Bangladesh, scientists added a gene from the bacterium Bacillus thuringiensis to the plants’ genomes, making them produce a toxin that kills some insects.",https://www.thehindu.com/sci-tech/science/gm-crops-can-help-fight-hunger-depending-on-how-they-are-farmed/article68889067.ece,science
IISc researchers devise a new language for ML models,The language called STRONG (STring Representation Of Nanopore Geometry) assigns different letters to different atom configurations and creates a sequence of all the atoms on the edge of a nanopore to specify its shape,The Hindu Bureau,IISc researchers devise a new language for ML models The language called STRONG (STring Representation Of Nanopore Geometry) assigns different letters to different atom configurations and creates a sequence of all the atoms on the edge of a nanopore to specify its shape Indian Institute of Science researchers have devised a new language that encodes the shape and structure of nanopores in the form of a sequence of characters. This language devised by Ananth Govind Rajan’s lab and the study published in the Journal of the American Chemical Society can be used to train any machine learning model to predict the properties of nanopores in a wide variety of materials.,https://www.thehindu.com/news/cities/bangalore/iisc-researchers-devise-a-new-language-for-ml-models/article68890188.ece,science
Sci five | The Hindu Science Quiz: on bones (part 2),This week’s Sci-five quiz is on bones.,A.S. Nazir Ahamed,"Sci five | The Hindu Science Quiz: on bones (part 2) This week’s Sci-five quiz is on bones. Published - November 21, 2024 05:00 pm IST science and technology
                    
                            /                      
                        
                        The Hindu Quizzes",https://www.thehindu.com/sci-tech/science/sci-five-the-hindu-science-quiz-on-bones/article68893548.ece,science
"‘I wanted every Kannadiga to feel proud of the king cobra’
Premium",Karnataka’s own king cobra found in the Western Ghats and known as ‘Kaalinga Sarpa’ locally will be officially named Ophiophagus Kaalinga at an event in Bengaluru on November 22. Work by researcher P. Gowri Shankar and his team has shown that it is a distinct species,Preeti Zachariah,"‘I wanted every Kannadiga to feel proud of the king cobra’
Premium Karnataka’s own king cobra found in the Western Ghats and known as ‘Kaalinga Sarpa’ locally will be officially named Ophiophagus Kaalinga at an event in Bengaluru on November 22. Work by researcher P. Gowri Shankar and his team has shown that it is a distinct species It all started with a snake bite back in 2005. Dr. P. Gowri Shankar was rescuing a king cobra when the ten-foot-long snake suddenly struck him. “You can die within 20 minutes if you get bitten,” says the founder-director of the Kālinga Foundation (kaalinga sarpa is Kannada for King Cobra) located in the Agumbe rainforests in the Malnad region of the Central Western Ghats. Shankar was lucky. “The snake didn’t inject enough venom because I reacted quickly… Didn’t give him a chance to hold onto me and pump it in,” he says. But even the minuscule amount of venom resulted in terrible swelling and pain. The snake bite was treated symptomatically, “like COVID before we had the vaccine,” he says.",https://www.thehindu.com/news/cities/bangalore/i-wanted-every-kannadiga-to-feel-proud-of-the-king-cobra/article68888880.ece,science
The science of plant communication,"We know birds, animals and insects constantly communicate with each other by making certain sounds. But when we think about plants, we do not ever think of them communicating. Charles Darwin, an eminent biologist, thought otherwise. Plants might appear the quiet, silent and solitary type of organisms but they have a complex way of communicating which is interesting and important for their survival.",Mehwash Hussain,"The science of plant communication We know birds, animals and insects constantly communicate with each other by making certain sounds. But when we think about plants, we do not ever think of them communicating. Charles Darwin, an eminent biologist, thought otherwise. Plants might appear the quiet, silent and solitary type of organisms but they have a complex way of communicating which is interesting and important for their survival. More than any organism, plants understand the significance of communication the best. They have a full, rich life of constant communication. While they don’t have a voice, plants do have their language through which they impart informations to others. So, how do they do it? Plants often stay alert of potential threats and always lookout for the others by letting them know of any dangers. Wondering how? Plants release chemicals into the air when in danger, known as volatile organic compounds (VOCs), which serves as a distress to neighbouring plants to stay alert of the impending threat. When a deer graze a plant, it releases VOCs alerting the neighbouring plants to start producing defensive compounds or toxic substances to keep the herbivores away.",https://www.thehindu.com/children/the-science-of-plant-communication/article68889199.ece,science
Major WHO-partnered eye care project in Assam soon,"The first at this scale in South Asia and Southeast Asia, the project aims to address the need to combat refractive errors, the leading cause of vision impairment affecting more than 2.2 billion people globally",Rahul Karmakar,"Major WHO-partnered eye care project in Assam soon The first at this scale in South Asia and Southeast Asia, the project aims to address the need to combat refractive errors, the leading cause of vision impairment affecting more than 2.2 billion people globally GUWAHATI A global project partnered by the World Health Organization (WHO) to combat refractive errors will soon be implemented in Assam.",https://www.thehindu.com/news/national/assam/major-who-partnered-eye-care-project-in-assam-soon/article68889926.ece,science
2024's record ocean heat revved up Atlantic hurricane wind speeds: study,"The study, published by the research institute Climate Central, found that all eleven hurricanes in 2024 intensified by nine to 28 miles per hour (14-45 kph) during the record-breaking ocean warmth of the 2024 hurricane season.",Miscellaneous,"2024's record ocean heat revved up Atlantic hurricane wind speeds: study The study, published by the research institute Climate Central, found that all eleven hurricanes in 2024 intensified by nine to 28 miles per hour (14-45 kph) during the record-breaking ocean warmth of the 2024 hurricane season. Human-driven warming of ocean temperatures increased the maximum wind speeds of every Atlantic hurricane in 2024, according to a new analysis released Wednesday (November 20, 2024), highlighting how climate change is amplifying the destructive power of storms. The study, published by the research institute Climate Central, found that all eleven hurricanes in 2024 intensified by nine to 28 miles per hour (14-45 kph) during the record-breaking ocean warmth of the 2024 hurricane season.",https://www.thehindu.com/news/international/2024s-record-ocean-heat-revved-up-atlantic-hurricane-wind-speeds-study/article68890313.ece,science
Is climate change making tropical storms more frequent? Scientists say it’s unclear,How much is climate change responsible for the appearance of four tropical cyclones at the same time in the West Pacific for the first time since 1961?,Miscellaneous,"Is climate change making tropical storms more frequent? Scientists say it’s unclear How much is climate change responsible for the appearance of four tropical cyclones at the same time in the West Pacific for the first time since 1961? An unusual cluster of typhoons in the West Pacific and a series of powerful hurricanes in the Atlantic are raising questions about the impact that climate change is having on tropical storms across the globe. As nations thrashed out the details of a new climate financing package at COP29 talks in Azerbaijan, the Philippines was hit by its sixth deadly typhoon in a month while the United States was recovering from two devastating hurricanes.",https://www.thehindu.com/sci-tech/science/is-climate-change-making-tropical-storms-more-frequent-scientists-say-its-unclear/article68890752.ece,science
"IISc launches product accelerator programme, Pravriddhi","Pravriddhi provides a platform for enterprises, academia, research laboratories, and investors to collaborate to drive innovation and new product development for a self-reliant India",The Hindu Bureau,"IISc launches product accelerator programme, Pravriddhi Pravriddhi provides a platform for enterprises, academia, research laboratories, and investors to collaborate to drive innovation and new product development for a self-reliant India The Foundation for Science, Innovation and Development (FSID) at IISc. has launched Pravriddhi, a pan-India Product Accelerator Programme that unites premier Indian institutions and enterprises to develop innovative solutions through strategic partnerships and cutting-edge R&D. FSID said Pravriddhi provides a platform for enterprises, academia and research laboratories, and investors to collaborate to drive innovation and new product development for a self-reliant India.",https://www.thehindu.com/news/national/karnataka/iisc-launches-product-accelerator-programme-pravriddhi/article68893741.ece,science
ISRO signs Implementation Agreement with Australian Space Agency for Gaganyaan mission,The IA enables the Australian authorities to work with Indian authorities to ensure support for search and rescue of crew and recovery of crew module as part of contingency planning for ascent phase aborts near Australian waters,The Hindu Bureau,"ISRO signs Implementation Agreement with Australian Space Agency for Gaganyaan mission The IA enables the Australian authorities to work with Indian authorities to ensure support for search and rescue of crew and recovery of crew module as part of contingency planning for ascent phase aborts near Australian waters Indian Space Research Organisation (ISRO) and Australian Space Agency (ASA) have signed an Implementation Agreement (IA) for further strengthening cooperation in space activities between Australia and India. The IA, which enables cooperation between both space agencies on crew and crew module recovery for Gaganyaan missions, was signed between the two space agencies on November 20.",https://www.thehindu.com/sci-tech/science/isro-signs-implementing-agreement-with-australian-space-agency-for-gaganyaan-mission/article68892773.ece,science
Can use genomic labs set up during pandemic to measure antimicrobial resistance: Soumya Swaminathan,"By analysing water let out by pharmaceutical industries and hospitals, we can get an idea of the level of antimicrobial resistance, she says",The Hindu Bureau,"Can use genomic labs set up during pandemic to measure antimicrobial resistance: Soumya Swaminathan By analysing water let out by pharmaceutical industries and hospitals, we can get an idea of the level of antimicrobial resistance, she says Tamil Nadu could use the genomic testing laboratories set up during the COVID-19 pandemic to measure the level of antimicrobial resistance by analysing effluents from pharmaceutical companies and hospitals, said Soumya Swaminathan, chairperson of the M.S. Swaminathan Research Foundation. At the inauguration of the Antimicrobial Resistance (AMR) Awareness Week celebrations here on Monday, organised by Alagappa College of Technology and the Tamil Nadu Council for Science and Technology (TNCST), Dr. Soumya, former Chief Scientist and Deputy Director General of the World Health Organization (WHO), called for testing effluents from pharmaceutical companies, water let out by hospitals, and the soil to assess the levels of antibiotic use.",https://www.thehindu.com/news/national/tamil-nadu/can-use-genomic-labs-set-up-during-pandemic-to-measure-antimicrobial-resistance-sowmya-swaminathan/article68882188.ece,science
IAF signs MoA with IISc and Foundation for Science Innovation and Development,"The MoA includes Artificial Intelligence (AI), Machine Learning (ML), Digital Twin based technologies for lifecycle management, productive maintenance and asset planning",The Hindu Bureau,"IAF signs MoA with IISc and Foundation for Science Innovation and Development The MoA includes Artificial Intelligence (AI), Machine Learning (ML), Digital Twin based technologies for lifecycle management, productive maintenance and asset planning The Headquarter Maintenance Command of the Indian Air Force (IAF) has entered into a Memorandum of Agreement (MoA) with Indian Institute of Science (IISc.) and Foundation for Science Innovation and Development (FSID), Bengaluru on November 18. The MoA includes jointly identifying problem areas of IAF in maintenance and servicing of equipment related to radar, aircraft, IT and communication platforms and developing a strategic road map for reliability-centered maintenance through Research and Development.",https://www.thehindu.com/news/cities/bangalore/iaf-signs-moa-with-iisc-and-foundation-for-science-innovation-and-development/article68882543.ece,science
