title,subtitle,author,content,link,category
NMC serves show cause notices to 20 medical colleges in Karnataka over student stipend,"As per the Supreme Court order, it is mandatory for all medical colleges to submit details of the stipend amount given every month to the National Medical Commission","Jayanth R.,","NMC serves show cause notices to 20 medical colleges in Karnataka over student stipend As per the Supreme Court order, it is mandatory for all medical colleges to submit details of the stipend amount given every month to the National Medical Commission The National Medical Commission (NMC) has issued show cause notices to 10 government and 10 private medical colleges in Karnataka, which have not submitted the details of the stipend paid to medical graduate (UG) interns, postgraduate (PG) residents, and senior residents or PGs in the super speciality. The NMC has questioned why appropriate action should not be taken against colleges that have failed to submit the details of the stipend paid. As per the Supreme Court order, it is mandatory for all medical colleges to submit details of the stipend amount given every month to the NMC.",https://www.thehindu.com/news/national/karnataka/nmc-serves-show-cause-notices-to-20-medical-colleges-in-karnataka-over-student-stipend/article68927529.ece,health
"Indians need to share contraceptive responsibility
Premium","With more awareness of gender equality and rights, it is possible to build a society in which male sterilisation is accepted as normative","Samira  Rizvi,","Indians need to share contraceptive responsibility
Premium With more awareness of gender equality and rights, it is possible to build a society in which male sterilisation is accepted as normative In 1952, India pioneered a national programme for family planning, whose focus has since changed — from improving maternal and child health to stabilising the population. As this programme evolved, so too did permanent methods of contraception. During 1966-70, about 80.5% of all sterilisation procedures in India were vasectomies. This percentage declined every year due to changing policies that, together with other factors, placed less and less of an emphasis on vasectomies. The five rounds of the National Family Health Survey (NHFS) also show the use of male sterilisation, especially in the last three decades, to be steadily decreasing in all States. In fact, the vasectomies percentage remained constant at around 0.3% in NFHS-4 (2015-16) and NFHS-5.",https://www.thehindu.com/opinion/op-ed/indians-need-to-share-contraceptive-responsibility/article68927922.ece,health
British lawmakers approve bill that allows the terminally ill to end their lives,Supporters said the law would provide dignity to the dying and prevent suffering; opponents said the disabled and elderly were at risk of being coerced to end their lives to save money or relieve the burden on family members,Miscellaneous,"British lawmakers approve bill that allows the terminally ill to end their lives Supporters said the law would provide dignity to the dying and prevent suffering; opponents said the disabled and elderly were at risk of being coerced to end their lives to save money or relieve the burden on family members British lawmakers gave initial approval on Friday (November 29, 2024) to a bill to help terminally ill adults end their lives in England and Wales, following an impassioned debate that saw people sharing personal stories of loss and suffering. Members of Parliament approved the assisted dying bill by a 330-275 vote, signalling their approval in principle for the bill, which will undergo further scrutiny before it goes to a final vote.",https://www.thehindu.com/news/international/british-lawmakers-approve-bill-that-allows-the-terminally-ill-to-end-their-lives/article68930682.ece,health
No conclusive data to establish direct correlation of disease exclusively due to air pollution: Govt,"The health effects of air pollution are synergistic manifestations of factors which include food habits, occupational habits, socioeconomic status, medical history, immunity and heredity etc. of the individuals",Miscellaneous,"No conclusive data to establish direct correlation of disease exclusively due to air pollution: Govt The health effects of air pollution are synergistic manifestations of factors which include food habits, occupational habits, socioeconomic status, medical history, immunity and heredity etc. of the individuals Air pollution is one of the aggravating factors for respiratory diseases, however, there is no conclusive data available in the country to establish a direct correlation between any disease caused exclusively by air pollution, MoS for Health Prataprao Jadhav told the Lok Sabha on Friday (November 30, 2024). The health effects of air pollution are synergistic manifestations of factors which include food habits, occupational habits, socioeconomic status, medical history, immunity and heredity etc. of the individuals, Mr. Jadhav said in a written reply.",https://www.thehindu.com/news/national/no-conclusive-data-to-establish-direct-correlation-of-disease-exclusively-due-to-air-pollution-govt/article68930071.ece,health
"Advances in treating pain, chronic or otherwise, give patients more options for relief 
Premium","A person could become anxious, depressed and sometimes even have suicidal thoughts as a consequence of suffering excruciating pain constantly, say doctors",R. Sujatha,"Advances in treating pain, chronic or otherwise, give patients more options for relief 
Premium A person could become anxious, depressed and sometimes even have suicidal thoughts as a consequence of suffering excruciating pain constantly, say doctors Pain can come in various forms – mild, moderate and severe. The World Health Organization defines pain as “an unpleasant sensory and emotional experience associated with, actual or potential tissue damage.” While a simple pain in the head or body ache could be treated with an analgesic, and some tissue pains could be relieved with hot or cold packs, massage or even exercise, there are other forms of pain that are tricker and more challenging to treat.",https://www.thehindu.com/sci-tech/health/advances-in-treating-pain-chronic-or-otherwise-give-patients-more-options-for-relief/article68927684.ece,health
"Lokayukta’s surprise inspection of K.C. General Hospital reveals bribery, maladministration","Many patients were being compelled to buy medicines from outside despite their availability at the hospital, it was found",The Hindu Bureau,"Lokayukta’s surprise inspection of K.C. General Hospital reveals bribery, maladministration Many patients were being compelled to buy medicines from outside despite their availability at the hospital, it was found Karnataka Lokayukta B.S. Patil conducted a surprise inspection of K.C. General Hospital in Malleshwaram, Bengaluru, on Friday (November 29). It revealed many instances of corruption and maladministration at this prominent government healthcare facility. “We will register a case under the Karnataka Lokayukta Act, 1985 and probe all irregularities at the hospital and fix accountability,” Mr. Patil told The Hindu.",https://www.thehindu.com/news/cities/bangalore/lokayuktas-surprise-inspection-of-kc-general-hospital-reveals-bribery-maladministration/article68927408.ece,health
"About 14 lakh Ayushman Vay Vandana cards created for senior citizens aged 70, above: Centre",The expanded Ayushman Bharat-Pradhan Mantri Jan Arogya Yojana provides free treatment benefits irrespective of their socio-economic status,Bindu Shajan Perappadan,"About 14 lakh Ayushman Vay Vandana cards created for senior citizens aged 70, above: Centre The expanded Ayushman Bharat-Pradhan Mantri Jan Arogya Yojana provides free treatment benefits irrespective of their socio-economic status Approximately 14 lakh Ayushman Vay Vandana cards have been created for senior citizens aged 70 years and above under the expanded Ayushman Bharat-Pradhan Mantri Jan Arogya Yojana (AB-PMJAY) to provide free treatment benefits irrespective of their socio-economic status. Union Minister of State for Health and Family Welfare Prataprao Jadhav stated this in a written reply in the Lok Sabha on Friday (November 29, 2024). The inclusion which was announced recently offers cashless healthcare services related to 1961 procedures across 27 medical specialties, including general medicine, general surgery, orthopedics, cardiology, oncology etc. which can be availed by different age groups.",https://www.thehindu.com/sci-tech/health/about-14-lakh-ayushman-vay-vandana-cards-created-for-senior-citizens-aged-70-above-centre/article68927020.ece,health
"4.75 crore people screened for sickle cell anaemia, 0.38% diagnosed: Health Minister Nadda","Hydroxyurea has been included in the National Health Mission's Essential Drugs address the issue of access to medicine, the Health Minister informed the Lok Sabha",Miscellaneous,"4.75 crore people screened for sickle cell anaemia, 0.38% diagnosed: Health Minister Nadda Hydroxyurea has been included in the National Health Mission's Essential Drugs address the issue of access to medicine, the Health Minister informed the Lok Sabha More than 4.75 crore people, including 1,98,62,568 tribal persons living in tribal-dominated areas across 17 identified states, have been screened for sickle cell anaemia as of November 24, 2024, and of these, 0.38 per cent were diagnosed with the disorder, Union Health Minister J. P. Nadda informed the Lok Sabha on Friday, November 29. Mr. Nadda said a total of 4,75,42,776 people were screened for sickle cell anaemia out of which 1,80,610 or 0.38 per cent were diagnosed with the disease. Besides, 12,54,034 people were found to be carriers of one of the genes that causes sickle cell disease though they were not diagnosed with the disorder themselves.",https://www.thehindu.com/sci-tech/health/475-crore-people-screened-for-sickle-cell-anaemia-038-diagnosed-health-minister-nadda/article68931026.ece,health
"Financial challenges limit access to deep brain stimulation, a therapeutic option for children with dystonia, say doctors
Premium",Therapeutic modalities that may improve quality of life for patients of movement disorders are often not be accessible or affordable say doctors,Afshan Yasmeen,"Financial challenges limit access to deep brain stimulation, a therapeutic option for children with dystonia, say doctors
Premium Therapeutic modalities that may improve quality of life for patients of movement disorders are often not be accessible or affordable say doctors Life took a turn for the worse recently, for a 16-year-old girl from Mysuru, who had developed severe forward bending of the neck and trunk over the past one year. Unable to sit, stand or walk, she found relief only when lying down. She was compelled to discontinue her education and spent most of her time in bed. Admitted to NIMHANS in Bengaluru, the teenage was diagnosed with idiopathic dystonia, a movement disorder. With an expensive Deep Brain Stimulation (DBS) surgery as the only option, her family is now seeking support to provide her with a better future.",https://www.thehindu.com/sci-tech/health/deep-brain-stimulation-an-appropriate-therapeutic-option-for-children-with-dystonia-say-doctors/article68923179.ece,health
U.K. House of Commons to vote on assisted dying,"Conservative and Labour politicians as well as the public have been split on the issue. Labour MP Kim Leadbeater, who introduced the bill, has defended its safeguards.",Sriram Lakshman,"U.K. House of Commons to vote on assisted dying Conservative and Labour politicians as well as the public have been split on the issue. Labour MP Kim Leadbeater, who introduced the bill, has defended its safeguards.  The U.K. House of Commons, on Friday (November 29, 2024), will vote on a bill to allow some terminally ill adults in England and Wales to end their lives under certain circumstances. The legislation has brought up a range of emotions and reactions from the public as some MPs engage with their constituents on the issue and individuals and organisations campaign for and against the passage of the legislation.",https://www.thehindu.com/news/international/united-kingdom-house-of-commons-to-vote-on-assisted-dying/article68923697.ece,health
"Deconstructing the science behind the health benefits of dark chocolate
Premium","The cacao tree however, absorbs heavy metals like lead and cadmium from its environment, which means even organic and ethically-sourced chocolate is not immune to having trace amounts of heavy metals in it, raising concerns",Biju Dharmapalan,"Deconstructing the science behind the health benefits of dark chocolate
Premium The cacao tree however, absorbs heavy metals like lead and cadmium from its environment, which means even organic and ethically-sourced chocolate is not immune to having trace amounts of heavy metals in it, raising concerns Dark chocolate has carved a niche in the food industry, celebrated for its rich taste, minimal sugar content, and antioxidant properties. Dark chocolate’s unique flavour is the result of a complex interaction of over 600 compounds. During the roasting process, the Maillard reaction (amino acids reacting with reducing sugars in the presence of heat ), creates its rich, earthy, and slightly bitter taste. Acids and sugars in the beans also play a role in balancing its flavour profile. It is often hailed as a guilt-free indulgence, and research also highlights the potential health benefits of cacao, dark chocolate’s primary ingredient. Packed with flavonoids, cacao may help reduce inflammation and support heart health, making it a favourite among health-conscious consumers. It has also significantly better anti-oxidant properties compared to regular chocolate. This means it can protect the heart and arteries from oxidative damage, which is similar to the rust that develops on metal over time.",https://www.thehindu.com/sci-tech/health/deconstructing-the-science-behind-the-health-benefits-of-dark-chocolate/article68919639.ece,health
"Tamil Nadu’s step towards improved data collection on snakebites 
Premium","On November 6, 2024, the State government took a crucial step by officially declaring snakebite envenoming a notifiable disease under the Tamil Nadu Public Health Act of 1939. But what does this mean?",Geetha Srimathi,"Tamil Nadu’s step towards improved data collection on snakebites 
Premium On November 6, 2024, the State government took a crucial step by officially declaring snakebite envenoming a notifiable disease under the Tamil Nadu Public Health Act of 1939. But what does this mean? Every year, snakebites claim the lives of tens of thousands in India, making it one of the leading causes of accidental death in rural areas. Agricultural workers, tribal communities, and residents of remote villages bear the brunt of this crisis, which often leads to death, permanent disability, and lasting psychological trauma. In many ways, snakebite is the “poor man’s disease,” disproportionately affecting the country’s most vulnerable populations. To address the lack of a comprehensive surveillance system for tracking snakebite incidents, the Union Health Ministry has urged health authorities of all the States to declare snakebite cases and deaths as notifiable diseases. This directive mandates that all healthcare facilities, including private ones, report both suspected and confirmed snakebite cases and fatalities.",https://www.thehindu.com/sci-tech/health/tamil-nadus-step-towards-improved-data-collection-on-snakebites/article68921909.ece,health
Spike in flu among children in Chennai; experts stress need for timely medical assistance,"Seasonal changes have led to a rise in flu-like illness in children, says Janani Sankar, medical director, Kanchi Kamakoti CHILDS Trust Hospital",The Hindu Bureau,"Spike in flu among children in Chennai; experts stress need for timely medical assistance Seasonal changes have led to a rise in flu-like illness in children, says Janani Sankar, medical director, Kanchi Kamakoti CHILDS Trust Hospital Paediatricians are seeing an increase in the number of children with flu symptoms in Chennai over the past two to three weeks. There are also cases of dengue and hand, foot and mouth disease (HFMD) among children in the city. At least 60 t0 70 children with flu symptoms are seen at Kanchi Kamakoti CHILDS Trust Hospital (KKCTH) every day. Dengue has also on the rise in the last two weeks but all are stable. There is also an outbreak of HFMD, a viral infection that spreads fast but is self limiting and is treated symptomatically, said Janani Sankar, medical director, KKCTH.",https://www.thehindu.com/news/cities/chennai/flu-on-the-rise-in-children-in-chennai-cases-of-dengue-and-hfmd-are-also-reported/article68923350.ece,health
"The stigma of HIV and the birth of biomedical waste regulations: a story of tragedy and reform
Premium","The story of biomedical waste management reminds us that progress often emerges from the depths of crisis: the stigma, fear, and tragedy surrounding HIV/AIDS indirectly gave rise to a cleaner, safer healthcare environment",C.  Aravinda,"The stigma of HIV and the birth of biomedical waste regulations: a story of tragedy and reform
Premium The story of biomedical waste management reminds us that progress often emerges from the depths of crisis: the stigma, fear, and tragedy surrounding HIV/AIDS indirectly gave rise to a cleaner, safer healthcare environment In August 1987, the beaches of the United States witnessed a chilling phenomenon dubbed the “Syringe Tide.” Used syringes and other medical waste, such as blood vials and body tissues, began appearing on the Jersey Shore and New York City beaches along the Atlantic coast. The sight of children playing with syringes became a vivid image that spurred a national outcry. The scene, reminiscent of a biological apocalypse, rattled the American public. The disaster was traced back to New York City’s improper waste disposal, dumping hazardous refuse into fresh landfills (now closed). Though hospital waste has always been unpleasant, its hazardous potential was grossly underestimated. This incident unfolded in the shadow of the AIDS epidemic as a mounting crisis. Just four years earlier, in 1983, two scientists, Luc Montagnier from France and Robert Gallo from the United States, had independently identified the virus responsible for AIDS. By the mid-1980s, HIV/AIDS was viewed as a biological death sentence, with little hope for a cure or vaccine. The virus’s primary target is immune cells, and medical intervention was extraordinarily challenging then. The epidemic rapidly became a symbol of fear, ignorance, and stigma.",https://www.thehindu.com/sci-tech/health/stigma-of-hiv-and-birth-of-biomedical-waste-regulations-a-story-of-tragedy-and-reform/article68908394.ece,health
"Will insurance that covers doctor consultations and diagnostics help decrease long-term hospitalisations?
Premium","A report by consultancy firm Mercer Mash Benefits details the advantages of OPD insurance; experts believe it could help reduce healthcare costs if implemented well, for all sections of society",A S Jayanth,"Will insurance that covers doctor consultations and diagnostics help decrease long-term hospitalisations?
Premium A report by consultancy firm Mercer Mash Benefits details the advantages of OPD insurance; experts believe it could help reduce healthcare costs if implemented well, for all sections of society Visiting a doctor, buying prescribed medicines, and getting a few lab tests done may burn a hole in your pocket. And it is these outpatient department (OPD) consultations, according to reports, that make up around 70% of the total healthcare expenditure in India. Could robust OPD insurance coverage then save patients money and also contribute to longer-term health goals such as reduced hospitalisations? A report by consultancy firm Mercer Marsh Benefits has indicated that it may actually do so.",https://www.thehindu.com/sci-tech/health/will-insurance-that-covers-doctor-consultations-and-diagnostics-help-decrease-long-term-hospitalisations/article68909448.ece,health
"Catch it early, quit forever: a dual fight against lung cancer
Premium","While lung cancer screening can aid early detection once hurdles are overcome, quitting smoking remains the most effective preventive measure",Vid Karmarkar,"Catch it early, quit forever: a dual fight against lung cancer
Premium While lung cancer screening can aid early detection once hurdles are overcome, quitting smoking remains the most effective preventive measure November is Lung Cancer Awareness month, and efforts must be made to ensure both detection of cancer and smoking cessation activities are made available to all. “I regret I didn’t quit smoking,” confessed Ajay (name changed), a 60-year-old man battling lung cancer. His habit began in engineering college, where the pressure to excel felt relentless. Over time, stress from work, relationships, and life’s challenges kept him hooked. Moments of joy -- chai with friends, reunions, and celebrations -- blurred the harm smoking causes. Through life’s changes, his cigarette remained a constant companion, until his oncologist uttered three devastating words - “You have cancer.” It was stage IV and he had only a few months left.",https://www.thehindu.com/sci-tech/health/catch-it-early-quit-forever-a-dual-fight-against-lung-cancer/article68925862.ece,health
"Hyderabad food poisoning: Hygiene gaps stir the pot of sickness
Premium","Recent food poisoning outbreaks across Hyderabad have sparked concern over food safety standards, highlighting hygiene practices, regulatory enforcement, and alarming gaps in consumer awareness. As people wrestle with the dilemma of eating out versus dining at home, Siddharth Kumar Singh explores the delicate challenge of balancing the city’s rich food culture with safer culinary practices",Siddharth Kumar Singh,"Hyderabad food poisoning: Hygiene gaps stir the pot of sickness
Premium Recent food poisoning outbreaks across Hyderabad have sparked concern over food safety standards, highlighting hygiene practices, regulatory enforcement, and alarming gaps in consumer awareness. As people wrestle with the dilemma of eating out versus dining at home, Siddharth Kumar Singh explores the delicate challenge of balancing the city’s rich food culture with safer culinary practices On a chilly mid-November evening, 23-year-old Ravi’s craving for chicken biryani led him to Green Bawarchi Multi Cuisine Restaurant in Hyderabad’s Neredmet area. The aroma, the bustling diners, and the promise of a hearty meal all seemed inviting — until his indulgence spiralled into a medical emergency. Within hours, he doubled over in pain, vomiting and suffering from severe diarrhoea. His family rushed him to the hospital, where doctors diagnosed him with acute gastroenteritis, likely caused by contaminated food. He was immediately placed on an IV drip and prescribed antibiotics that saved his life. Also read: Telangana Govt constitutes Task Force Committee on food safety in State run educational institutions",https://www.thehindu.com/news/national/telangana/hyderabad-food-poisoning-hygiene-gaps-stir-the-pot-of-sickness/article68924611.ece,health
"Ban this carcinogenic ‘heart-burn’ drug
Premium","The continued manufacture and sale of Ranitidine, the acid reflux treatment drug, in India must stop; government inaction is jeopardising Indian lives","Dinesh S. Thakur,","Ban this carcinogenic ‘heart-burn’ drug
Premium The continued manufacture and sale of Ranitidine, the acid reflux treatment drug, in India must stop; government inaction is jeopardising Indian lives Last month, the multinational pharmaceutical company, GSK announced a record settlement of $2.2 billion in the United States in order to settle multiple lawsuits regarding one of its best selling drugs to treat “acid reflux”– Zantac ®, containing the active ingredient Ranitidine, after it was revealed that the drug contained high amounts of a cancer causing carcinogen called N-nitrosodimethylamine (NDMA). According to Valisure, the American pharmacy which first raised the issue, testing of various brands of Ranitidine in its labs found NDMA in excess of 3,000,000 nanograms in some samples; the acceptable limit in the U.S. was 96 nanograms. Like all carcinogens, high exposure to NDMA can cause cancer.",https://www.thehindu.com/opinion/op-ed/ban-this-carcinogenic-heart-burn-drug/article68918659.ece,health
"Recommendation from Group of Ministers awaited for GST exemption on health, life insurance","The first meeting of the GoM was held on October 19, Minister of State Pankaj Chaudhary told the Lok Sabha in response to a question",Bindu Shajan Perappadan,"Recommendation from Group of Ministers awaited for GST exemption on health, life insurance The first meeting of the GoM was held on October 19, Minister of State Pankaj Chaudhary told the Lok Sabha in response to a question The Central government is awaiting the recommendation from the Group of Ministers (GoM) constituted by the Goods and Services Tax (GST) Council to take a final decision on the exemption of GST on health insurance and life insurance policies, Pankaj Chaudhary, Minister of State in the Ministry of Finance, said in the Lok Sabha earlier this week. Responding to a question from Kollam MP N. K. Premachandran, the Minister explained that the issue of exempting or reducing GST on life and health insurance had been placed before the GST Council in its 54th meeting held on September 9 at New Delhi. After detailed deliberations, the council had recommended the setting up of a GoM to look into the issues pertaining to GST on life insurance and health insurance, and the first meeting of this GoM was held on October 19 at New Delhi.",https://www.thehindu.com/business/Economy/recommendation-from-group-of-ministers-awaited-for-gst-exemption-on-health-life-insurance/article68918542.ece,health
Lupin recalls over 6 lakh bottles of hypertension drug in U.S.: USFDA,USFDA reports Dr Reddy’s and Lupin Pharmaceuticals recalling products in the US due to manufacturing issues,Miscellaneous,"Lupin recalls over 6 lakh bottles of hypertension drug in U.S.: USFDA USFDA reports Dr Reddy’s and Lupin Pharmaceuticals recalling products in the US due to manufacturing issues Drug firm Lupin is recalling over six lakh bottles of a medication indicated for high blood pressure in the U.S. due to deviation from current good manufacturing practices (CGMP), according to the U.S. health regulator. As per its latest Enforcement Report, U.S. Food and Drug Administration (USFDA), stated that Dr. Reddy’s Laboratories is also recalling a product in the U.S. due to a manufacturing issue.",https://www.thehindu.com/business/Industry/lupin-recalls-over-6-lakh-bottles-of-hypertension-drug-in-us-usfda/article68910733.ece,health
"While thrombectomy is a cost effective intervention for stroke, India is not doing enough of these procedures: study
Premium","Given the current incidence of stroke in India, there should be at least 2 lakh thrombectomies a year, but currently no more than 3,000 procedures are taking place, the study’s author said",C Maya,"While thrombectomy is a cost effective intervention for stroke, India is not doing enough of these procedures: study
Premium Given the current incidence of stroke in India, there should be at least 2 lakh thrombectomies a year, but currently no more than 3,000 procedures are taking place, the study’s author said The first prospective Indian registry on mechanical thrombectomy for stroke, which studied 200 stroke patients in 14 centres across the country, has reaffirmed that the treatment is cost effective, with excellent functional outcomes for patients. “Since 2015, endovascular thrombectomy has been accepted as the  life-saving and most cost effective treatment for acute ischemic stroke, especially in patients with large vessel occlusion. We have seen that mechanical thrombectomy gives excellent outcomes for over 50% of the patients. However, the procedure remains under-utilised in the Indian context because of various challenges,” said P.N. Sylaja, professor of neurology, who is also in charge of the Comprehensive Stroke Programme at Sree Chitra Tirunal Institute for Medical Sciences and Technology, Thiruvananathapuram.",https://www.thehindu.com/sci-tech/health/thrombectomy-is-a-cost-effective-intervention-for-stroke-shows-study/article68910953.ece,health
"India needs a bold approach to bridge the access, affordability gap in cancer care
Premium","In India, one in nine individuals is projected to be diagnosed with cancer in their lifetime; the cancer incidence is predicted to climb further due to rising pollution, urbanisation, and poor diets and lifestyles",Bhawna Sirohi,"India needs a bold approach to bridge the access, affordability gap in cancer care
Premium In India, one in nine individuals is projected to be diagnosed with cancer in their lifetime; the cancer incidence is predicted to climb further due to rising pollution, urbanisation, and poor diets and lifestyles India has made notable progress in recent years in its fight against cancer, with breakthroughs in research and increasing public awareness. Yet, cancer incidence in the country is rising at an alarming rate and is expected to surpass global averages—from 1.39 million in 2020 to 1.57 million by 2025, becoming a major national concern. While inadequate healthcare infrastructure is a significant concern, it is only the tip of the iceberg when it comes to the fight against this illness. The escalating cancer crisis is fueled by deep-rooted socio-economic disparities and limited health tech access, resulting in alarmingly low screening rates and inadequate preventive measures—challenges that hit developing nations hardest. In India, one in nine individuals is projected to be diagnosed with cancer in their lifetime. In 2022 alone, 1.4 million people were diagnosed, making India the third-highest globally in terms of cancer burden, behind the United States of America and China. This burden is predicted to climb further due to rising pollution, urbanisation, and poor diets and lifestyles.",https://www.thehindu.com/sci-tech/health/india-needs-a-bold-approach-to-bridge-the-access-affordability-gap-in-cancer-care/article68917241.ece,health
CAMPCO seeks Centre’s intervention against ‘data manipulation’ to project arecanut as carcinogenic by WHO,Campco president A. Kishore Kumar Kodgi writes to Union Health Minister Jagat Prakash Nadda against WHO’s IARC data,The Hindu Bureau,"CAMPCO seeks Centre’s intervention against ‘data manipulation’ to project arecanut as carcinogenic by WHO Campco president A. Kishore Kumar Kodgi writes to Union Health Minister Jagat Prakash Nadda against WHO’s IARC data The Central Arecanut and Cocoa Marketing and Processing Cooperative Limited (CAMPCO), Mangaluru has alleged that the International Agency for Research on Cancer (IARC), under the World Health Organization (WHO), has manipulated data to project that arecanut is carcinogenic. The CAMPCO is a multi-State cooperative society of Karnataka and Kerala where arecanut is widely cultivated by lakhs of farmers.",https://www.thehindu.com/news/cities/Mangalore/campco-seeks-centres-intervention-against-data-manipulation-to-project-arecanut-as-carcinogenic-by-who/article68913847.ece,health
"Taking health into consideration, is garbage incineration the way forward to tackle waste?
Premium","Waste-to-energy incineration, as proposed by the T.N. government, will be disastrous for Chennai’s health and climate","Afroz Khan,","Taking health into consideration, is garbage incineration the way forward to tackle waste?
Premium Waste-to-energy incineration, as proposed by the T.N. government, will be disastrous for Chennai’s health and climate A recent investigative report by the New York Times on Delhi’s Waste-To-Energy (WTE) incinerators, analysed 150 air and soil samples gathered over a five-year period, from 2019 to 2023. The lead and arsenic-laced smoke and ash that contained as many as eight times the permissible levels of heavy metals such as cadmium has been a damning indictment of the capital’s WTE scene. In the capital city where people are already struggling to breathe, the impact of such actions can best be described as disastrous. In June 2024, the Tamil Nadu government released the first Climate Action Plan for Chennai (CCAP) charting out pathways to achieve carbon neutrality in the city by 2050, which is two decades ahead of the national vision. The report rightly points out that improper management of Municipal Solid Waste (MSW) is the third biggest contributor to carbon emissions in the city. Therefore, the proposal to set up a Waste-to Energy (WTE) plant in Kodungaiyur (in Chennai) to burn about 2,100 tons of garbage per day, on the hooves of these analyses and recommendations, comes as something of a disappointment, even shock.",https://www.thehindu.com/sci-tech/health/taking-health-into-consideration-is-garbage-incineration-the-way-forward-to-tackle-waste/article68908365.ece,health
"Explained: What is Sjögren’s disease? How is it treated?
Premium","Sjögren’s disease is an under-recognised autoimmune condition that often remains undiagnosed for years; it is a chronic disorder in which the immune system mistakenly targets the body’s moisture-producing glands, leading to a host of symptoms",Monisha Madhumita,"Explained: What is Sjögren’s disease? How is it treated?
Premium Sjögren’s disease is an under-recognised autoimmune condition that often remains undiagnosed for years; it is a chronic disorder in which the immune system mistakenly targets the body’s moisture-producing glands, leading to a host of symptoms For Lakshmi (name changed), a 40-year-old from Chennai, the journey to her Sjögren’s disease diagnosis was fraught with confusion and frustration. “For years, I dealt with unexplained joint pain, dry eyes, and difficulty swallowing. Every doctor I visited seemed to treat one symptom but never the whole problem. It wasn’t until a rheumatologist connected the dots that I finally had an answer,” she says. Lakshmi’s experience is representative of the challenges faced by countless individuals in India grappling with this autoimmune condition.",https://www.thehindu.com/sci-tech/health/explained-what-is-sj%C3%B6grens-disease-how-is-it-treated/article68908930.ece,health
When air quality is a swinging yo-yo,"On Delhi’s air quality going back and forth between ‘severe’ and ‘very poor’, the need for an environmental health  agency in India, new research on hypertension and more",Ramya Kannan,"When air quality is a swinging yo-yo On Delhi’s air quality going back and forth between ‘severe’ and ‘very poor’, the need for an environmental health  agency in India, new research on hypertension and more (In the weekly Health Matters newsletter, Ramya Kannan writes about getting to good health, and staying there. You can subscribe here to get the newsletter in your inbox.) Sometimes good news is only a veneer. The air quality in Delhi is one example. Late last week, it yo-yoed between the ‘severe’ and ‘very poor’ categories, as if very poor was something to heave a sigh of relief over. But it did happen.",https://www.thehindu.com/sci-tech/health/health-matters-newsletter-when-air-quality-is-a-swinging-yo-yo/article68913675.ece,health
"Preventing stillbirths requires redefining parameters, upgrading maternal care and generating better data
Premium",A recent article in The Lancet has highlighted the limited data availability and poor data quality of stillbirths in the country; India is the topmost contributor to stillbirths and neonatal mortality in the world,Deepa Hariharan,"Preventing stillbirths requires redefining parameters, upgrading maternal care and generating better data
Premium A recent article in The Lancet has highlighted the limited data availability and poor data quality of stillbirths in the country; India is the topmost contributor to stillbirths and neonatal mortality in the world The grief of a stillbirth is unlike any other form of grief. The birth of a baby with no signs of life after months of excitement, expectation and planning during pregnancy is, for families, shattering. However, unlike other forms of grief, there is very little supported bereavement involved in this “silent tragedy”. In addition, there is a social stigma associated with this form of grief that remains an obstacle to scientific approaches for future pregnancies. Stillbirths have long-term devastating impacts on affected parents and families that include psychosocial effects, health problems and financial challenges. As a public health concern, stillbirth, despite being an important marker of the quality of antepartum and intrapartum care, has garnered relatively less focus in comparison to other health parameters such as maternal and newborn mortalities.",https://www.thehindu.com/sci-tech/health/preventing-stillbirths-requires-redefining-parameters-upgrading-maternal-care-and-generating-better-data/article68917339.ece,health
